CNPJ_FUNDO	DENOM_SOCIAL	TP_FUNDO	DT_COMPTC	VL_TOTAL	VL_QUOTA	VL_PATRIM_LIQ	NR_COTST
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-12	60949331751.84	3.3891824	60950673850.78	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-13	60986433484.67	3.3908782	60986131436.37	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-14	60988889459.83	3.392638	60989033016.41	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-15	60986768035.92	3.3943475	60986437758.09	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-16	60966784684.02	3.3960361	60967422685.96	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-19	60975146388.12	3.3977348	60976338265.43	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-20	60983158751.81	3.3993764	60983436355.49	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-21	60990014183.76	3.4010277	60989403308.73	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-22	61017399369.14	3.4027718	61015360670.44	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-23	61003938578.06	3.4045745	61001249026.02	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-26	61010200786.79	3.4063882	61009009776.79	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-27	60991758025.76	3.4081737	60989917868.74	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-28	61045031241.39	3.4099771	61042983882.14	92
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-29	61051538388.88	3.411761	61049498108.81	91
10.583.909/0001-73	BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO MASTER	FI	2022-12-30	61083665096.31	3.4135722	61081908154.13	91
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-01	47925775827.56	15.025779	47564981125.59	281433
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-02	47974382464.46	15.033815	47613237826.94	281620
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-05	47609619992.94	15.041607	47607923329.55	281677
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-06	47678337470.7	15.049323	47676070871.12	281831
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-07	47739801608.47	15.056969	47736976122.93	282042
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-08	47801747316.63	15.064585	47798343949.67	282193
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-09	47885634380.51	15.072197	47881664634.17	282323
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-12	47853837756.55	15.079863	47849303975.13	282336
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-13	47861921002.41	15.087456	47856807717.0	282523
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-14	47932746848.76	15.095117	47927067731.56	282776
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-15	48013779060.66	15.102641	48007525811.99	283003
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-16	48134015270.92	15.109364	48127195325.81	283265
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-19	48114306288.78	15.118238	48106922669.26	283371
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-20	48181146575.83	15.126062	48173184041.44	283742
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-21	48290896664.62	15.133433	48282362086.91	284108
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-22	48390242851.75	15.141099	48381131752.94	284456
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-23	48538064134.92	15.149251	48528410470.42	284823
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-26	48591783496.9	15.157254	48581556092.75	285048
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-27	48637708414.34	15.165013	48626905810.25	285239
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-28	48760912659.05	15.172963	48749527656.35	285489
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-29	48949305726.41	15.180913	48937337966.65	285861
26.199.519/0001-34	ITAU PRIVILEGE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV	FI	2022-12-30	49009267062.18	15.189275	48996709297.13	285946
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-01	92548962572.71	1.417717302	92547908750.14	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-02	92557737178.55	1.418436442	92556530860.58	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-05	92076311332.78	1.419161257	92075398247.18	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-06	92087973949.57	1.41987857	92087769737.52	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-07	92778082749.36	1.420594077	92777758257.03	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-08	92438517064.67	1.421312517	92438191207.54	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-09	94081537714.64	1.422030642	94081235752.92	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-12	94068609928.09	1.422747115	94068410677.44	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-13	96439583531.95	1.423458546	96438757340.22	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-14	96846105981.24	1.424184691	96845922096.76	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-15	95598283135.36	1.424899791	95597776430.69	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-16	94516856148.66	1.425619767	94516337077.44	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-19	93659968292.47	1.426338429	93659630472.0	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-20	91467237046.94	1.427049503	91466560049.53	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-21	93455957309.35	1.427762581	93454621117.69	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-22	91564269517.72	1.428496789	91563454650.59	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-23	91058589688.98	1.429224021	91057570508.06	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-26	90330665787.03	1.429957937	90329944002.79	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-27	90788051178.05	1.430685272	90786997495.28	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-28	88378850007.05	1.43142147	88378185685.91	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-29	85936468677.81	1.432146905	85935217513.64	12
27.146.328/0001-77	BB TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO	FI	2022-12-30	86056550209.34	1.432883084	86055855467.04	12
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-01	114435723684.61	1.10057037	114434347305.5	17049
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-02	113272321596.34	1.10101955	113271319289.75	9309
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-05	111880604982.78	1.10146367	111879445344.33	10912
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-06	111407524717.89	1.101907919	111407247172.88	2773
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-07	111550446503.16	1.102352305	111549957440.24	5882
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-08	115213767993.75	1.102799916	115213177763.76	9047
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-09	120141847842.46	1.103249966	120141317767.59	2104
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-12	119383787194.81	1.103697423	119385215638.69	2289
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-13	119380054262.36	1.104105005	119377030189.1	2039
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-14	118337146868.72	1.104576364	118336627705.27	1877
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-15	116574512156.18	1.105023268	116573936745.75	1628
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-16	115207217540.78	1.10547008	115206713026.48	2137
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-19	113413145934.19	1.105914582	113412423572.59	1859
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-20	114482027507.95	1.106361631	114481300499.16	1880
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-21	114670023197.7	1.106812289	114669132082.7	2180
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-22	113529240439.7	1.107264365	113528249692.72	1911
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-23	111909338680.82	1.107718524	111908866039.94	629
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-26	111404019636.08	1.108164691	111403477531.18	269
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-27	110609322802.69	1.108608681	110608284814.58	69315
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-28	107579565499.94	1.109058928	107578705017.43	69986
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-29	106654311081.39	1.109506361	106653503535.48	70640
42.592.315/0001-15	BB RENDA FIXA CURTO PRAZO AUTOMATICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO	FI	2022-12-30	107514895508.07	1.109952177	107513514341.45	70791
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-01	114436559312.53	105.70643649	114435504834.96	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-02	113273206910.91	105.756631025	113272122176.17	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-05	111881488084.31	105.806828132	111880419800.27	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-06	111407520959.6	105.856947803	111407334241.13	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-07	111550580071.32	105.907203916	111550255773.32	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-08	115213843957.12	105.957612605	115213571542.72	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-09	120139628668.13	106.007889403	120141653353.79	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-12	119384021736.86	106.056145562	119383523969.9	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-13	119380171765.99	106.106634248	119379766854.98	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-14	118337132961.44	106.157040493	118336842423.02	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-15	116574618444.84	106.207437334	116574203093.22	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-16	115207420601.64	106.25774555	115206883804.43	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-19	113413290658.55	106.308116049	113412667739.95	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-20	114494355542.79	106.35852223	114493499438.42	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-21	114682456999.61	106.409282055	114681456393.69	2
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-22	113541538930.18	106.460160083	113540644702.49	2
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-23	111909433548.07	106.510785184	111908745124.87	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-26	111404171138.2	106.561202607	111403323568.66	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-27	110609327920.95	106.611781567	110608580695.25	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-28	107579754632.56	106.662315173	107578751739.38	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-29	106654621266.73	106.712845304	106653345794.69	1
46.133.770/0001-03	BB TOP RENDA FIXA CURTO PRAZO AUTOMATICO II FUNDO DE INVESTIMENTO	FI	2022-12-30	107508954186.82	106.763819603	107507822317.55	1
